"Observacion_ID";"Provincia";"Cod_ALPI";"Nº 405 Voy a casa del maestro_1";"[d]_2";"Casa_1";"Prep_de_1";"Variante_1";"Nº 405 Voy a casa del maestro_2";"[d]_2";"Casa_2";"Prep_de_2"
504;"Alicante";784;"ca'l";0;"ca";"no";"ca";;;;
505;"Alicante";785;"ca'l";0;"ca";"no";"ca";;;;
506;"Alicante";786;"ca el";0;"ca";"articulo_pleno";"ca";;;;
507;"Alicante";787;"ca'l";0;"ca";"no";"ca";;;;
508;"Alicante";788;"ca'l";0;"ca";"no";"ca";;;;
509;"Alicante";789;"ca el";0;"ca";"articulo_pleno";"ca";;;;
510;"Alicante";790;"ca'l";0;"ca";"no";"ca";;;;
511;"Islas Baleares";791;"cas mestre (sin prep.)";;"ca";"no";"ca";;;;
512;"Islas Baleares";792;"cas mestre (sin prep.)";;"ca";"no";"ca";;;;
513;"Islas Baleares";793;"cas mestre (sin prep.)";;"ca";"no";"ca";;;;
514;"Islas Baleares";794;"cas mestre (sin prep.)";;"ca";"no";"ca";;;;
515;"Islas Baleares";795;"ques mestre (sin prep.)";;"ca";"no";"ca";;;;
516;"Islas Baleares";796;"ques mestre (sin prep.)";;"ca";"no";"ca";;;;
517;"Islas Baleares";797;"cas mestre (sin prep.)";;"ca";"no";"ca";;;;
518;"Islas Baleares";798;"cas mestre (sin prep.)";;"ca";"no";"ca";;;;
519;"Islas Baleares";799;"cas mestre (sin prep.)";;"ca";"no";"ca";;;;
520;"Islas Baleares";800;;;"NA";"NA";"NA";;;;
521;"Islas Baleares";801;"cas mestre (sin prep.)";;"ca";"no";"ca";;;;
522;"Islas Baleares";802;"cas mestre (sin prep.)";;"ca";"no";"ca";;;;
523;"Islas Baleares";803;"cas mestre (sin prep.)";;"ca";"no";"ca";;;;
524;"Cuenca";470;"ca el maestro";0;"ca";"articulo_pleno";"ca";;;;
525;"Cuenca";471;"casa el maestro";0;"casa";"articulo_pleno";"casa";;;;
526;"Cuenca";472;"ca el maestro";0;"ca";"articulo_pleno";"ca";;;;
527;"Cuenca";473;"ca el maestro";0;"ca";"articulo_pleno";"ca";;;;
528;"Cuenca";474;"car del maestro";"d";"cas";"de";"cas de";;;;
529;"Burgos";420;"casa el maistro";"d";"casa";"articulo_pleno";"casa";;;;
530;"Burgos";421;"ca'l maestro";"d";"ca";"no";"ca";;;;
531;"Burgos";422;"ca'l maestro";"d";"ca";"no";"ca";;;;
532;"Burgos";423;"casa el maistro";"d";"casa";"articulo_pleno";"casa";;;;
533;"Burgos";424;"casa el maistro";"d";"casa";"articulo_pleno";"casa";;;;
534;"Burgos";425;"ca el maestro";"d";"ca";"articulo_pleno";"ca";;;;
535;"Burgos";426;"ca'l maistro";"d";"ca";"no";"ca";;;;
536;"Burgos";427;"ca'l maestro";"d";"ca";"no";"ca";;;;
