Pais	Provincia	ID_ALPI	Localidad_ALPI	Nombre_actual	Nombre_completo	longitude	latitude
España	Valencia/València	770	Quart de Poblet	Quart de Poblet 	Quart de Poblet ,Valencia/València,España	-0.4448669	39.4825816
España	Valencia/València	771	Godelleta	Godelleta 	Godelleta ,Valencia/València,España	-0.6879801999999999	39.42358
España	Valencia/València	772	Turís	Turís 	Turís ,Valencia/València,España	-0.7117137	39.3897595
España	Valencia/València	773	Dos Aguas	Dos Aguas 	Dos Aguas ,Valencia/València,España	-0.8002439000000001	39.2886921
España	Valencia/València	774	Polinyà de la Ribera	Polinyà de Xúquer	Polinyà de Xúquer,Valencia/València,España	-0.3689508	39.1966908
España	Valencia/València	775	Massalavés	Masalavés 	Masalavés ,Valencia/València,España	-0.5226347	39.1424891
España	Valencia/València	776	Teresa de Cofrentes	Teresa de Cofrentes 	Teresa de Cofrentes ,Valencia/València,España	-1.0508327	39.1047646
España	Valencia/València	777	Anna	Anna 	Anna ,Valencia/València,España	-0.6488505	39.0171652
España	Valencia/València	778	Llanera de Ranes	Llanera de Ranes 	Llanera de Ranes ,Valencia/València,España	-0.3900848	39.4537298
España	Valencia/València	779	Beniopa	Gandía	Gandía,Valencia/València,España	-0.1799368	38.9744946
España	Valencia/València	780	Moixent	Mogente/Moixent 	Mogente/Moixent ,Valencia/València,España	-0.7520927	38.8743266
España	Valladolid	435	Villavicencio de los Caballeros	Villavicencio de Los Caballeros 	Villavicencio de Los Caballeros ,Valladolid,España	-5.235803499999999	42.059083
España	Valladolid	436	San Cebrián de Mazote	San Cebrián de Mazote 	San Cebrián de Mazote ,Valladolid,España	-5.1490712	41.6797566
España	Valladolid	437	Langayo	Langayo 	Langayo ,Valladolid,España	-4.198103000000001	41.5702718
España	Valladolid	438	Pedrajas de San Esteban	Pedrajas de San Esteban 	Pedrajas de San Esteban ,Valladolid,España	-4.584368899999999	41.3414211
España	Vizcaya	428	Beci	Bezi	Bezi,Vizcaya,España	-3.1858113	43.2342134
España	Zamora	337	San Ciprián de Sanabria	San Ciprián 	San Ciprián ,Zamora,España	-6.6594688	42.1727986
España	Zamora	338	San Martín de Castañeda	San Martín de Castañeda 	San Martín de Castañeda ,Zamora,España	-6.720968999999999	42.1360101
España	Zamora	339	Cubo de Benavente	Cubo de Benavente 	Cubo de Benavente ,Zamora,España	-6.16463	42.1238883
España	Zamora	340	Padornelo	Padornelo 	Padornelo ,Zamora,España	-6.8361049	42.0331797
España	Zamora	341	Hermisende	Hermisende 	Hermisende ,Zamora,España	-6.896096399999999	41.96825330000001
España	Zamora	342	Otero de Bodas	Otero de Bodas 	Otero de Bodas ,Zamora,España	-6.1542235	41.9370818
España	Zamora	343	Mahide	Mahide 	Mahide ,Zamora,España	-6.3781981	41.8694808
España	Zamora	344	Villafáfila	Villafáfila 	Villafáfila ,Zamora,España	-5.6158956	41.8457736
España	Zamora	345	Villarino tras la Sierra	Villarino Tras la Sierra 	Villarino Tras la Sierra ,Zamora,España	-6.4896477	41.6752282
España	Zamora	346	Losacio de Alba	Losacio 	Losacio ,Zamora,España	-6.040788399999999	41.710871
España	Zamora	347	Fariza	Fariza 	Fariza ,Zamora,España	-6.2704647	41.4200487
España	Zamora	348	El Pego	El Pego 	El Pego ,Zamora,España	-5.4679515	41.3347699
España	Zaragoza	618	Sos del Rey	Sos del Rey Católico 	Sos del Rey Católico ,Zaragoza,España	-1.2162051	42.4939837
España	Zaragoza	619	Farasdués	Farasdués 	Farasdués ,Zaragoza,España	-1.0963409	42.224241
España	Zaragoza	620	Boquiñeni	Boquiñeni 	Boquiñeni ,Zaragoza,España	-1.2524043	41.8476855
España	Zaragoza	621	Monegrillo	Monegrillo 	Monegrillo ,Zaragoza,España	-0.4160527	41.6390946
España	Zaragoza	622	Tierga	Tierga 	Tierga ,Zaragoza,España	-1.6050655	41.6081052
España	Zaragoza	623	Cadrete	Cadrete 	Cadrete ,Zaragoza,España	-0.9611607999999999	41.5553673
España	Zaragoza	624	Campillo de Aragón	Campillo de Aragón 	Campillo de Aragón ,Zaragoza,España	-1.8425016	41.1263979
España	Zaragoza	625	Codos	Codos 	Codos ,Zaragoza,España	-1.3746587	41.2940092
España	Zaragoza	626	Letux	Letux 	Letux ,Zaragoza,España	-0.8026232999999999	41.2548506
España	Zaragoza	627	Chiprana	Chiprana 	Chiprana ,Zaragoza,España	-0.1266861	41.2625896
España	Zaragoza	628	Mequinensa (Mequinenza)	Mequinenza 	Mequinenza ,Zaragoza,España	0.3007533	41.3719971
España	Zaragoza	629	Maella	Maella 	Maella ,Zaragoza,España	0.1395532	41.1230647
Francia	Rosellón	701	Formiguera	Formiguères 	Formiguères ,Rosellón,Francia	2.102634	42.61396
Francia	Rosellón	702	Taurinyá	Taurinya 	Taurinya ,Rosellón,Francia	2.42544	42.581262
Francia	Rosellón	703	Salses	Salses - Le Château 	Salses - Le Château ,Rosellón,Francia	2.9196905	42.8328315
Francia	Rosellón	704	Cabestany	Cabestany 	Cabestany ,Rosellón,Francia	2.946919	42.6820949
Francia	Rosellón	705	Llo	Lló 	Lló ,Rosellón,Francia	2.063675	42.4546853
Francia	Rosellón	706	Arles de Tec	Arles-sur-Tech 	Arles-sur-Tech ,Rosellón,Francia	2.635402	42.455122
Francia	Rosellón	707	Banyuls	Banyuls-sur-Mer 	Banyuls-sur-Mer ,Rosellón,Francia	3.128874	42.48343
Portugal	Aveiro	241	Sobrado de Paiva	Sobrado de Paiva 	Sobrado de Paiva ,Aveiro,Portugal	-8.2642556	41.0416755
Portugal	Aveiro	242	Pardilhó	Pardilhó 	Pardilhó ,Aveiro,Portugal	-8.6215649	40.7926491
Portugal	Aveiro	243	Famalicão	Famalicão 	Famalicão ,Aveiro,Portugal	-8.447059	40.4534871
Portugal	Beja	281	Barrancos	Barrancos 	Barrancos ,Beja,Portugal	-6.977312599999999	38.1328809
Portugal	Beja	282	Moura	Moura 	Moura ,Beja,Portugal	-7.3084571	38.1314891
Portugal	Beja	283	Ferreira do Alentejo	Ferreira do Alentejo 	Ferreira do Alentejo ,Beja,Portugal	-8.114071299999999	38.0593873
Portugal	Beja	284	Vila Nova de Milfontes	Vila Nova de Milfontes 	Vila Nova de Milfontes ,Beja,Portugal	-8.7817132	37.7239951
Portugal	Beja	285	Ourique	Ourique 	Ourique ,Beja,Portugal	-8.224390399999999	37.6521402
Portugal	Beja	286	Monte dos Sapos	Monte dos Sapos 	Monte dos Sapos ,Beja,Portugal	-7.8627308	38.0153039
Portugal	Braga	205	Salamonde	Salamonde 	Salamonde ,Braga,Portugal	-8.0952225	41.6805327
Portugal	Braga	206	Balugães	Balugães 	Balugães ,Braga,Portugal	-8.6432626	41.6426471
Portugal	Braga	207	Marinhas	Marinhas 	Marinhas ,Braga,Portugal	-8.781259499999999	41.55883499999999
Portugal	Braga	208	Apúlia	Apúlia 	Apúlia ,Braga,Portugal	-8.764143599999999	41.4847785
Portugal	Braga	209	Brito	Brito 	Brito ,Braga,Portugal	-8.366398199999999	41.4545057
Portugal	Braga	210	Fafe	Fafe 	Fafe ,Braga,Portugal	-8.1728619	41.4508217
Portugal	Braga	211	Arco de Baúlhe	Arco de Baúlhe 	Arco de Baúlhe ,Braga,Portugal	-7.9607378	41.4850622
Portugal	Bragança	220	Sobreiró	Sobreiró 	Sobreiró ,Bragança,Portugal	-6.756737999999999	41.8061131
Portugal	Bragança	221	Rio de Onor	Rio de Onor 	Rio de Onor ,Bragança,Portugal	-6.6159029	41.9404865
Portugal	Bragança	222	Rebordãos	Rebordãos 	Rebordãos ,Bragança,Portugal	-6.8276034	41.7405812
Portugal	Bragança	223	Torre de Dona Chama	Torre de Dona Chama 	Torre de Dona Chama ,Bragança,Portugal	-7.127933	41.6531807
Portugal	Bragança	224	Vimioso	Vimioso 	Vimioso ,Bragança,Portugal	-6.529121099999999	41.5844451
Portugal	Bragança	225	Duas Igrejas	Duas Igrejas 	Duas Igrejas ,Bragança,Portugal	-6.3560398	41.4733533
Portugal	Bragança	226	Peredo	Peredo 	Peredo ,Bragança,Portugal	-6.8458204	41.4276428
Portugal	Bragança	227	Vilarinho das Azenhas	Vilarinho das Azenhas 	Vilarinho das Azenhas ,Bragança,Portugal	-7.2134986	41.3783134
Portugal	Bragança	228	Lagoaça	Lagoaça 	Lagoaça ,Bragança,Portugal	-6.738694600000001	41.21425860000001
Portugal	Castelo Branco	249	Belmonte	Belmonte 	Belmonte ,Castelo Branco,Portugal	-7.3408535	40.351063
Portugal	Castelo Branco	250	Ourondo	Ourondo 	Ourondo ,Castelo Branco,Portugal	-7.6822391	40.1477198
Portugal	Castelo Branco	251	Monsanto	Monsanto 	Monsanto ,Castelo Branco,Portugal	-7.115065	40.0388745
Portugal	Castelo Branco	252	Alcains	Alcains 	Alcains ,Castelo Branco,Portugal	-7.4489531	39.9163551
Portugal	Castelo Branco	253	Oleiros	Oleiros 	Oleiros ,Castelo Branco,Portugal	-7.9138535	39.9201996
Portugal	Castelo Branco	254	Rosmaninhal	Rosmaninhal 	Rosmaninhal ,Castelo Branco,Portugal	-7.135937699999999	39.7210082
Portugal	Coimbra	244	Praia de Mira	Praia de Mira 	Praia de Mira ,Coimbra,Portugal	-8.7894287	40.4396872
Portugal	Coimbra	245	Montemor-o-Velho	Montemor-o-Velho 	Montemor-o-Velho ,Coimbra,Portugal	-8.6826636	40.1748245
Portugal	Coimbra	246	Lavos	Lavos 	Lavos ,Coimbra,Portugal	-8.828158	40.0935564
Portugal	Coimbra	247	Chainça	Chainça 	Chainça ,Coimbra,Portugal	-8.4184475	40.0422578
Portugal	Coimbra	248	Arganil	Arganil 	Arganil ,Coimbra,Portugal	-8.0537909	40.218499
Portugal	Évora	279	São Matias	São Matias18 	São Matias18 ,Évora,Portugal	-7.913501999999999	38.571431
Portugal	Évora	280	Alandroal	Alandroal 	Alandroal ,Évora,Portugal	-7.4036488	38.7021331
Portugal	Faro	287	Santa Justa	Santa Justa 	Santa Justa ,Faro,Portugal	-7.7179199	37.4256373
Portugal	Faro	288	Odeleite	Odeleite 	Odeleite ,Faro,Portugal	-7.4879608	37.3342647
Portugal	Faro	289	Alte	Alte 	Alte ,Faro,Portugal	-8.1763125	37.2361971
Portugal	Faro	290	Marmelete	Marmelete 	Marmelete ,Faro,Portugal	-8.6675756	37.3109885
Portugal	Faro	291	Sagres	Sagres 	Sagres ,Faro,Portugal	-8.940585800000001	37.0168316
Portugal	Faro	292	Fuseta	Fuseta 	Fuseta ,Faro,Portugal	-7.744386299999999	37.0471211
Portugal	Guarda	229	Vila Nova de Foz-Coa	Vila Nova de Foz-Coa 	Vila Nova de Foz-Coa ,Guarda,Portugal	-7.1403598	41.0822466
Portugal	Guarda	230	Quinta Nova	Quinta Nova 	Quinta Nova ,Guarda,Portugal	-7.0566209	40.8010239
Portugal	Guarda	231	Casas de Soeiro	Casas de Soeiro 	Casas de Soeiro ,Guarda,Portugal	-7.411098799999999	40.6149125
Portugal	Guarda	232	Vilar Formoso	Vilar Formoso 	Vilar Formoso ,Guarda,Portugal	-6.837111999999999	40.6148457
Portugal	Guarda	233	Aldeia do Bispo	Aldeia do Bispo 	Aldeia do Bispo ,Guarda,Portugal	-7.2783983	40.4880939
Portugal	Guarda	234	São Romão	São Romão 	São Romão ,Guarda,Portugal	-7.714596599999999	40.4007149
Portugal	Leiria	255	Vieira	Vieira 	Vieira ,Leiria,Portugal	-8.957657099999999	39.8501898
Portugal	Leiria	256	Pataias	Pataias 	Pataias ,Leiria,Portugal	-9.0018424	39.6832131
Portugal	Leiria	257	Mendiga	Mendiga 	Mendiga ,Leiria,Portugal	-8.8482916	39.4984386
Portugal	Leiria	258	Atouguia da Baleia	Atouguia da Baleia 	Atouguia da Baleia ,Leiria,Portugal	-9.3270108	39.33974329999999
Portugal	Lisboa	272	Sobreiro	Sobreiro 	Sobreiro ,Lisboa,Portugal	-9.3556679	38.9609658
Portugal	Lisboa	273	Povos	Povos 	Povos ,Lisboa,Portugal	-8.983619299999999	38.9720973
Portugal	Lisboa	274	Almargem	Almargem 	Almargem ,Lisboa,Portugal	-9.1321354	38.7093318
Portugal	Lisboa	275	Alcadibeche	Alcadibeche 	Alcadibeche ,Lisboa,Portugal	-9.4098407	38.7330964
Portugal	Portalegre	266	Montalvão	Montalvão 	Montalvão ,Portalegre,Portugal	-7.5282994	39.5954974
Portugal	Portalegre	267	Belver de Gavião	Belver de Gavião 	Belver de Gavião ,Portalegre,Portugal	-7.9591159	39.495049
Portugal	Portalegre	268	Vale de Açor	Vale de Açor 	Vale de Açor ,Portalegre,Portugal	-7.92405	39.248957
Portugal	Portalegre	269	Reguengo	Reguengo 	Reguengo ,Portalegre,Portugal	-7.393038199999999	39.2973936
Portugal	Portalegre	270	Sousel	Sousel 	Sousel ,Portalegre,Portugal	-7.6764218	38.9535932
Portugal	Portalegre	271	Campo Maior	Campo Maior 	Campo Maior ,Portalegre,Portugal	-7.067918	39.0148625
Portugal	Porto	212	Vila do Conde	Vila do Conde Vila do Conde	Vila do Conde Vila do Conde,Porto,Portugal	-8.7478619	41.3517302
Portugal	Porto	213	Santo Tirso	Santo Tirso 	Santo Tirso ,Porto,Portugal	-8.4738078	41.3431376
Portugal	Porto	214	Nevogilde	Nevogilde 	Nevogilde ,Porto,Portugal	-8.6870055	41.1685583
Portugal	Porto	215	Gondar	Gondar 	Gondar ,Porto,Portugal	-8.0282989	41.2534661
Portugal	Porto	216	Paço de Rei	Paço de Rei 	Paço de Rei ,Porto,Portugal	-8.6118031	41.123906
Portugal	Porto	217	Montalegre	Montalegre 	Montalegre ,Porto,Portugal	-7.7878704	41.82663
Portugal	Santarém	259	Espite	Espite 	Espite ,Santarém,Portugal	-8.6366807	39.7629395
Portugal	Santarém	260	Ferreira do Zêzere	Ferreira do Zêzere 	Ferreira do Zêzere ,Santarém,Portugal	-8.2905257	39.6932144
Portugal	Santarém	261	Lapas	Lapas 	Lapas ,Santarém,Portugal	-8.555621	39.5068579
Portugal	Santarém	262	Rio Maior	Rio Maior 	Rio Maior ,Santarém,Portugal	-8.942707600000002	39.3384417
Portugal	Santarém	263	Cartaxo	Cartaxo 	Cartaxo ,Santarém,Portugal	-8.7886431	39.1618427
Portugal	Santarém	264	Almeirim	Almeirim 	Almeirim ,Santarém,Portugal	-8.625918799999999	39.2075584
Portugal	Santarém	265	Coruche	Coruche 	Coruche ,Santarém,Portugal	-8.5248217	38.9603055
Portugal	Setúbal	276	Moita	Moita 	Moita ,Setúbal,Portugal	-8.9900856	38.6529133
Portugal	Setúbal	277	Santana	Santana 	Santana ,Setúbal,Portugal	-9.1029917	38.4618994
Portugal	Setúbal	278	Grândola	Grândola 	Grândola ,Setúbal,Portugal	-8.5662971	38.1762557
Portugal	Viana do Castelo	200	Paderne	Paderne 	Paderne ,Viana do Castelo,Portugal	-8.2763688	42.0896769
Portugal	Viana do Castelo	201	Insalde	Insalde 	Insalde ,Viana do Castelo,Portugal	-8.5368309	41.9473681
Portugal	Viana do Castelo	202	Moledo	Moledo 	Moledo ,Viana do Castelo,Portugal	-8.856517499999999	41.8490076
Portugal	Viana do Castelo	203	Portuzelo	Portuzelo 	Portuzelo ,Viana do Castelo,Portugal	-8.7886058	41.70252989999999
Portugal	Viana do Castelo	204	Tamente	Tamente 	Tamente ,Viana do Castelo,Portugal	-8.3243478	41.816469
Portugal	Vila Real	218	Carrazedo de Montenegro	Carrazedo de Montenegro 	Carrazedo de Montenegro ,Vila Real,Portugal	-7.427319499999999	41.5507439
Portugal	Vila Real	219	Vilarinho de Samardã	Vilarinho de Samardã 	Vilarinho de Samardã ,Vila Real,Portugal	-7.703504	41.3823268
Portugal	Viseu	235	São João da Pesqueira	São João da Pesqueira 	São João da Pesqueira ,Viseu,Portugal	-7.405053300000001	41.14773810000001
Portugal	Viseu	236	Moimenta da Beira	Moimenta da Beira 	Moimenta da Beira ,Viseu,Portugal	-7.613923300000001	40.9817183
Portugal	Viseu	237	Vale de Matos	Vale de Matos 	Vale de Matos ,Viseu,Portugal	-7.9436873	40.9061592
Portugal	Viseu	238	Conlela	Conlela 	Conlela ,Viseu,Portugal	-8.2515967	40.7850618
Portugal	Viseu	239	Castendo	Penalva do Castelo 	Penalva do Castelo ,Viseu,Portugal	-7.633112999999999	40.6862295
Portugal	Viseu	240	Eiras de Castelões	Eiras de Castelões 	Eiras de Castelões ,Viseu,Portugal	-8.1437675	40.5491376
