Pais	Provincia	ID_ALPI	Localidad_ALPI	Nombre_actual	Nombre_completo	longitude	latitude
Andorra	Andorra	700	Encamp	Encamp 	Encamp ,Andorra,Andorra	1.6566377	42.5194138
España	Álava	429	Zuaza	Zuaza 	Zuaza ,Álava,España	-3.0491694	43.0999987
España	Álava	430	Sarría	Sarria 	Sarria ,Álava,España	-2.8246813	42.9659184
España	Álava	431	Ozaeta	Ozaeta 	Ozaeta ,Álava,España	-2.4944483	42.9169822
España	Álava	432	San Vicente de Arana	San Vicente de Arana/Done Bikendi Harana 	San Vicente de Arana/Done Bikendi Harana ,Álava,España	-2.3610035	42.7438085
España	Albacete	482	Munera	Munera 	Munera ,Albacete,España	-2.4783117	39.0424927
España	Albacete	483	Tarazona de la Mancha	Tarazona de la Mancha 	Tarazona de la Mancha ,Albacete,España	-1.912995	39.2651188
España	Albacete	484	Casas de Ves	Casas de Ves 	Casas de Ves ,Albacete,España	-1.3330645	39.2578708
España	Albacete	485	Higueruela	Higueruela 	Higueruela ,Albacete,España	-1.4422609	38.9618433
España	Albacete	486	Peñas de San Pedro	Peñas de San Pedro 	Peñas de San Pedro ,Albacete,España	-2.0010004	38.7256513
España	Albacete	487	Caudete de la Encina	Caudete 	Caudete ,Albacete,España	-1.0011902	38.7116011
España	Albacete	488	Letur	Letur 	Letur ,Albacete,España	-2.1014619	38.3656261
España	Albacete	489	Agramón	Agramón 	Agramón ,Albacete,España	-1.637958	38.4233772
España	Alicante/Alacant	781	Biar	Biar 	Biar ,Alicante/Alacant,España	-0.7663538	38.6308202
España	Alicante/Alacant	782	Benilloba	Benilloba 	Benilloba ,Alicante/Alacant,España	-0.3883735	38.7001669
España	Alicante/Alacant	783	Benialí	Beniali 	Beniali ,Alicante/Alacant,España	-0.2211143	38.8220534
España	Alicante/Alacant	784	Calp	Calpe/Calp 	Calpe/Calp ,Alicante/Alacant,España	0.04568759999999999	38.6436469
España	Alicante/Alacant	785	El Pinós	El Pinós/Pinoso 	El Pinós/Pinoso ,Alicante/Alacant,España	-1.0411107	38.4035164
España	Alicante/Alacant	786	Monforte	Monforte del Cid	Monforte del Cid,Alicante/Alacant,España	-0.7283354	38.3788429
España	Alicante/Alacant	787	 El Campello	El Campello 	El Campello ,Alicante/Alacant,España	-0.397816	38.4289804
España	Alicante/Alacant	788	Crevillent	Crevillent 	Crevillent ,Alicante/Alacant,España	-0.8113636	38.2446844
España	Alicante/Alacant	789	Dolores	Dolores 	Dolores ,Alicante/Alacant,España	-0.7698073	38.138686
España	Alicante/Alacant	790	Guardamar	Guardamar del Segura 	Guardamar del Segura ,Alicante/Alacant,España	-0.6678177	38.0718346
España	Almería	553	Fiñana	Fiñana 	Fiñana ,Almería,España	-2.8415046	37.1709472
España	Almería	554	Suflí	Suflí 	Suflí ,Almería,España	-2.389076	37.3383263
España	Almería	555	Taberno	Taberno 	Taberno ,Almería,España	-2.0781641	37.469275
España	Almería	556	La Alquería de Adra	La Alquería 	La Alquería ,Almería,España	-3.0014491	36.77825139999999
España	Almería	557	Alicún de Almería	Alicún 	Alicún ,Almería,España	-2.6024935	36.96632140000001
España	Almería	558	Cabo de Gata	Cabo de Gata 	Cabo de Gata ,Almería,España	-2.2422484	36.7817465
España	Almería	559	Lucainena de las Torres	Lucainena de las Torres 	Lucainena de las Torres ,Almería,España	-2.201005	37.0407929
España	Almería	560	Mojácar	Mojácar 	Mojácar ,Almería,España	-1.8611011	37.1220313
España	Asturias	300	Salgueiras	Salgueiras 	Salgueiras ,Asturias,España	-7.0253146	43.318987
España	Asturias	301	As Campas	Las Campas	Las Campas,Asturias,España	-5.887406100000001	43.3649399
España	Asturias	302	Freal	Freal 	Freal ,Asturias,España	-6.681689	43.54571749999999
España	Asturias	303	Boal	Boal 	Boal ,Asturias,España	-6.8196922	43.4289894
España	Asturias	304	Busmente	Busmente 	Busmente ,Asturias,España	-6.6902116	43.4243513
España	Asturias	305	Navelgas	Navelgas 	Navelgas ,Asturias,España	-6.543981199999999	43.40402
España	Asturias	306	Santa Eulalia	Santa Eulalia 	Santa Eulalia ,Asturias,España	-5.8119817	43.3179731
España	Asturias	307	Soto de la Barca	Soto de la Barca 	Soto de la Barca ,Asturias,España	-6.3927634	43.2942012
España	Asturias	308	Pola de Somiedo	Pola de Somiedo 	Pola de Somiedo ,Asturias,España	-6.2559458	43.0926945
España	Asturias	309	Villanueva de Teberga	Teverga	Teverga,Asturias,España	-6.0965651	43.161964
España	Asturias	310	La Mata	La Mata 	La Mata ,Asturias,España	-6.0179733	43.3287032
España	Asturias	311	Santiago del Monte	Santiago del Monte 	Santiago del Monte ,Asturias,España	-6.0260701	43.5500295
España	Asturias	312	San Martín de Podes	Podes 	Podes ,Asturias,España	-5.890514	43.6122839
España	Asturias	313	Llantones	Llantones 	Llantones ,Asturias,España	-5.6829758	43.4788187
España	Asturias	314	Cenera	Cenera 	Cenera ,Asturias,España	-5.818572899999999	43.2176497
España	Asturias	315	Felechosa	Felechosa 	Felechosa ,Asturias,España	-5.5099027	43.1046357
España	Asturias	316	Malveda	La Malveda 	La Malveda ,Asturias,España	-5.8593267000000004	43.3613953
España	Asturias	317	Cimalavilla	Parroquia de Lada, Langreo 	Parroquia de Lada, Langreo ,Asturias,España	-5.709274	43.3012475
España	Asturias	318	Nozaleda	La Nozaleda 	La Nozaleda ,Asturias,España	-5.291665800000001	43.4760362
España	Asturias	319	Pintueles	Pintueles 	Pintueles ,Asturias,España	-5.3550304	43.3757627
España	Asturias	320	Sames	Sames 	Sames ,Asturias,España	-5.129038899999999	43.2696933
España	Asturias	321	Los Carriles	Los Carriles 	Los Carriles ,Asturias,España	-4.9295898	43.4139583
España	Asturias	322	Cimiano	Cimiano 	Cimiano ,Asturias,España	-4.5746945	43.3232314
España	Asturias	323	Cuantas	Cuantas	Cuantas,Asturias,España	-6.8751434	43.033303
España	Ávila	449	Hernansancho	Hernansancho 	Hernansancho ,Ávila,España	-4.729693	40.8575483
España	Ávila	450	Grajos	San Juan del Olmo 	San Juan del Olmo ,Ávila,España	-5.0514117	40.653132
España	Ávila	451	La Horcajada	La Horcajada 	La Horcajada ,Ávila,España	-5.466641000000001	40.43648719999999
España	Ávila	452	Santa Cruz del Valle	Santa Cruz del Valle 	Santa Cruz del Valle ,Ávila,España	-5.001345499999999	40.2533492
España	Ávila	453	Las Navas del Marqués	Las Navas del Marqués 	Las Navas del Marqués ,Ávila,España	-4.3333954	40.60182760000001
España	Badajoz	368	Alburquerque	Alburquerque 	Alburquerque ,Badajoz,España	-7.0000241	39.2192059
España	Badajoz	369	Talavera la Real	Talavera la Real 	Talavera la Real ,Badajoz,España	-6.7694752	38.8763754
España	Badajoz	370	Campanario	Campanario 	Campanario ,Badajoz,España	-5.6170784	38.8633522
España	Badajoz	371	Almendral	Almendral 	Almendral ,Badajoz,España	-6.821031899999999	38.6134369
España	Badajoz	372	Fuente del Maestre	Fuente del Maestre 	Fuente del Maestre ,Badajoz,España	-6.4490114	38.5267275
España	Badajoz	373	Hornachos	Hornachos 	Hornachos ,Badajoz,España	-6.069243200000001	38.5522584
España	Badajoz	374	Valle de Santa Ana	Valle de Santa Ana 	Valle de Santa Ana ,Badajoz,España	-6.7892226	38.3657822
España	Badajoz	375	Ahillones	Ahillones 	Ahillones ,Badajoz,España	-5.865061400000001	38.2591386
España	Badajoz	376	Valencia del Mombuey	Valencia del Mombuey 	Valencia del Mombuey ,Badajoz,España	-7.1191138	38.242282
España	Badajoz	377	Calera de León	Calera de León	Calera de León,Badajoz,España	-6.3365657	38.1070754
España	Balears (Illes)/[Baleares (Islas)]	791	Sant Joan Baptista	Sant Joan de Labritja 	Sant Joan de Labritja ,Balears (Illes)/[Baleares (Islas)],España	1.513238	39.078739
España	Balears (Illes)/[Baleares (Islas)]	792	Eivissa (Ibiza)	Eivissa 	Eivissa ,Balears (Illes)/[Baleares (Islas)],España	1.4821482	39.0200099
España	Balears (Illes)/[Baleares (Islas)]	793	Calvià	Calviá 	Calviá ,Balears (Illes)/[Baleares (Islas)],España	3.0175712	39.6952629
España	Balears (Illes)/[Baleares (Islas)]	794	Sóller	Sóller 	Sóller ,Balears (Illes)/[Baleares (Islas)],España	3.0175712	39.6952629
España	Balears (Illes)/[Baleares (Islas)]	795	Pollensa	Pollença 	Pollença ,Balears (Illes)/[Baleares (Islas)],España	3.0162026	39.8771939
España	Balears (Illes)/[Baleares (Islas)]	796	Sineu	Sineu 	Sineu ,Balears (Illes)/[Baleares (Islas)],España	3.008815	39.6426503
España	Balears (Illes)/[Baleares (Islas)]	797	Campos	Campos 	Campos ,Balears (Illes)/[Baleares (Islas)],España	3.0189403	39.432579
España	Balears (Illes)/[Baleares (Islas)]	798	Felanitx	Felanitx 	Felanitx ,Balears (Illes)/[Baleares (Islas)],España	3.0175712	39.6952629
España	Balears (Illes)/[Baleares (Islas)]	799	Manacor	Manacor 	Manacor ,Balears (Illes)/[Baleares (Islas)],España	3.0175712	39.6952629
España	Balears (Illes)/[Baleares (Islas)]	800	Son Servera	Son Servera 	Son Servera ,Balears (Illes)/[Baleares (Islas)],España	3.0175712	39.6952629
España	Balears (Illes)/[Baleares (Islas)]	801	Capdepera	Capdepera 	Capdepera ,Balears (Illes)/[Baleares (Islas)],España	3.4353222	39.7023646
España	Balears (Illes)/[Baleares (Islas)]	802	Ciutadella (Ciudadela)	Ciutadella 	Ciutadella ,Balears (Illes)/[Baleares (Islas)],España	4.1104449	39.9496287
España	Balears (Illes)/[Baleares (Islas)]	803	Maó (Mahón)	Mahón 	Mahón ,Balears (Illes)/[Baleares (Islas)],España	4.1104449	39.9496287
España	Barcelona	732	La Valldan	Sant Bartomeu 	Sant Bartomeu ,Barcelona,España	2.1346049	41.375537
España	Barcelona	733	Sant Bartomeu del Grau	Sant Bartomeu del Grau 	Sant Bartomeu del Grau ,Barcelona,España	2.1548473	41.9689099
España	Barcelona	734	Santpedor	Santpedor 	Santpedor ,Barcelona,España	1.83671	41.7808385
España	Barcelona	735	Castellterçol	Castellterçol 	Castellterçol ,Barcelona,España	2.1199	41.7503185
España	Barcelona	736	Sant Martí de Sesgueioles	Sant Martí Sesgueioles 	Sant Martí Sesgueioles ,Barcelona,España	1.4912187	41.7018468
España	Barcelona	737	Viladecavalls	Viladecavalls	Viladecavalls,Barcelona,España	1.9588007	41.5546052
España	Barcelona	738	Llinars del Vallès	Llinars del Vallès 	Llinars del Vallès ,Barcelona,España	2.3912362	41.6262792
España	Barcelona	739	La Granada del Penedès	La Granada 	La Granada ,Barcelona,España	1.7222535	41.3758318
España	Barcelona	740	Cornellá de Llobregat	Cornellá de Llobregat	Cornellá de Llobregat,Barcelona,España	2.0707159	41.3573827
España	Burgos	418	Manzanedo	Valle de Manzanedo 	Valle de Manzanedo ,Burgos,España	-3.6916743	42.8988498
España	Burgos	419	Castrobarto	Castrobarto	Castrobarto,Burgos,España	-3.3879386	43.0423351
España	Burgos	420	Villalba de la Losa	Villalba de la Losa	Villalba de la Losa,Burgos,España	-3.0879432000000002	42.9353782
España	Burgos	421	Sotresgudo	Sotresgudo	Sotresgudo,Burgos,España	-4.1767312	42.5785188
España	Burgos	422	Hontomín	Hontomín	Hontomín,Burgos,España	-3.6376137	42.57116
España	Burgos	423	Vallarta de Bureba	Vallarta de Bureba	Vallarta de Bureba,Burgos,España	-3.2049594	42.5877176
España	Burgos	424	Treviño	Treviño	Treviño,Burgos,España	-2.7466046	42.73411369999999
España	Burgos	425	Pampliega	Pampliega	Pampliega,Burgos,España	-3.9872049	42.2047367
España	Burgos	426	Pinilla de los Moros	Pinilla de los Moros	Pinilla de los Moros,Burgos,España	-3.3272445	42.068112
España	Burgos	427	Villanueva de Gumiel	Villanueva de Gumiel 	Villanueva de Gumiel ,Burgos,España	-3.6319131	41.7332684
España	Cáceres	360	Valverde del Fresno	Valverde del Fresno 	Valverde del Fresno ,Cáceres,España	-6.8793335	40.2206497
España	Cáceres	361	Pinofranqueado	Pinofranqueado 	Pinofranqueado ,Cáceres,España	-6.3319125	40.3027878
España	Cáceres	362	Eljas	Eljas 	Eljas ,Cáceres,España	-6.8451504	40.21568000000001
España	Cáceres	363	Jarandilla	Jarandilla de la Vera 	Jarandilla de la Vera ,Cáceres,España	-5.708940999999999	40.12627
España	Cáceres	364	Ceclavín	Ceclavín 	Ceclavín ,Cáceres,España	-6.7732986	39.8222392
España	Cáceres	365	Ferreira de Alcántara	Herrera de Alcántara 	Herrera de Alcántara ,Cáceres,España	-7.405017099999998	39.6380641
España	Cáceres	366	Aliseda	Aliseda 	Aliseda ,Cáceres,España	-6.6918828	39.4246998
España	Cáceres	367	Madroñera	Madroñera 	Madroñera ,Cáceres,España	-5.757632	39.4256677
España	Cádiz	532	El Bosque	El Bosque 	El Bosque ,Cádiz,España	-5.5061788	36.75800419999999
España	Cádiz	533	Chiclana de la Frontera	Chiclana de la Frontera 	Chiclana de la Frontera ,Cádiz,España	-6.1461102	36.4165052
España	Cádiz	534	Alcalá de los Gazules	Alcalá de Los Gazules 	Alcalá de Los Gazules ,Cádiz,España	-5.7245344	36.4617479
España	Cádiz	535	Tarifa	Tarifa	Tarifa,Cádiz,España	-5.6044497	36.0143209
España	Cantabria	400	Valle de Cabuérniga	Valle	Valle,Cantabria,España	-3.526252	43.2782888
España	Cantabria	401	Yermo	Yermo 	Yermo ,Cantabria,España	-4.0818438	43.307952
España	Cantabria	402	Miera	Miera 	Miera ,Cantabria,España	-3.7130493	43.2790287
España	Cantabria	403	Balbacienta	Balbacienta 	Balbacienta ,Cantabria,España	-3.3122603	43.3574212
España	Cantabria	404	Espinama	Espinama 	Espinama ,Cantabria,España	-4.7869597	43.12836799999999
España	Cantabria	405	Vega de Liébana	Vega de Liébana 	Vega de Liébana ,Cantabria,España	-4.6657027	43.06045690000001
España	Cantabria	406	Tudanca	Tudanca 	Tudanca ,Cantabria,España	-4.3735365	43.1521484
España	Cantabria	407	Vega de Pas	Vega de Pas 	Vega de Pas ,Cantabria,España	-3.7822445	43.1577629
España	Cantabria	408	Bustantegua	Bustantegua 	Bustantegua ,Cantabria,España	-3.762778	43.214444
España	Cantabria	409	Veguilla	Veguilla 	Veguilla ,Cantabria,España	-4.099072899999999	43.3584542
España	Cantabria	410	La Costana	La Costana 	La Costana ,Cantabria,España	-4.0050798	43.0160504
España	Cantabria	411	Resconorio	Resconorio 	Resconorio ,Cantabria,España	-3.864444	43.073056
España	Castellón/Castelló	750	Cinctorres	Cinctorres 	Cinctorres ,Castellón/Castelló,España	-0.2168597	40.5837464
España	Castellón/Castelló	751	La Pobla de Benifassà	La Pobla de Benifassá 	La Pobla de Benifassá ,Castellón/Castelló,España	0.1568135	40.6564686
España	Castellón/Castelló	752	Vilar de Canes	Vilar de Canes 	Vilar de Canes ,Castellón/Castelló,España	-0.0662099	40.35827889999999
España	Castellón/Castelló	753	Peñíscola	Peñíscola 	Peñíscola ,Castellón/Castelló,España	0.3654204	40.3593167
España	Castellón/Castelló	754	Vistabella del Maestrat	Vistabella del Maestrazgo 	Vistabella del Maestrazgo ,Castellón/Castelló,España	-0.2931178	40.29381370000001
España	Castellón/Castelló	755	Castillo de Villamalefa	Castillo de Villamalefa 	Castillo de Villamalefa ,Castellón/Castelló,España	-0.3792495	40.13025529999999
España	Castellón/Castelló	756	Fanzara	Fanzara 	Fanzara ,Castellón/Castelló,España	-0.3157348	40.0189724
España	Castellón/Castelló	757	Alcora	L'Alcora 	L'Alcora ,Castellón/Castelló,España	-0.2139151	40.0746462
España	Castellón/Castelló	758	Oropesa del Mar	Oropesa del Mar/Oropesa 	Oropesa del Mar/Oropesa ,Castellón/Castelló,España	0.1424781	40.0914103
España	Castellón/Castelló	759	Teresa de Begís	Teresa 	Teresa ,Castellón/Castelló,España	-0.6725609	39.8919645
España	Castellón/Castelló	760	Azuébar	Azuébar 	Azuébar ,Castellón/Castelló,España	-0.3686027	39.8344429
España	Castellón/Castelló	761	Aín	Aín 	Aín ,Castellón/Castelló,España	-0.3410107	39.9001543
España	Castellón/Castelló	762	Moncofa	Moncofa 	Moncofa ,Castellón/Castelló,España	-0.1470569	39.8088264
España	Ciudad Real	475	Puebla de Don Rodrigo	Puebla de Don Rodrigo 	Puebla de Don Rodrigo ,Ciudad Real,España	-4.6657027	39.123638
España	Ciudad Real	476	Alcolea de Calatrava	Alcolea de Calatrava 	Alcolea de Calatrava ,Ciudad Real,España	-4.1168383	38.9869438
España	Ciudad Real	477	Villarrubia de Los Ojos	Villarrubia de Los Ojos 	Villarrubia de Los Ojos ,Ciudad Real,España	-3.607666099999999	39.21921529999999
España	Ciudad Real	478	Pedro Muñoz	Pedro Muñoz 	Pedro Muñoz ,Ciudad Real,España	-2.945068	39.4001148
España	Ciudad Real	479	Fuencaliente	Fuencaliente 	Fuencaliente ,Ciudad Real,España	-4.3038709	38.4048879
